name,summary,home_page,layer,dependent_number,dependency
deepface,Deep Face Anaylsis Framework for Face Recognition and Demography,https://github.com/serengil/deepface,2,3.0,tensorflow
deepfeatx,"""Automatic Feature Extraction in Images and Texts using Transfer Learning""",https://github.com/wittmannf/deepfeatx/tree/{branch}/,2,,tensorflow
deepfitv,deepfit package,https://github.com/Virtusa-vLife/deepfit,2,,tensorflow
deepflash2,A Deep learning pipeline for segmentation of fluorescent labels in microscopy images,https://github.com/matjesg/deepflash2,2,,tensorflow
deepforest,Tree crown prediction using deep learning retinanets,https://github.com/Weecology/DeepForest,2,,tensorflow
deepfree,keras-style deep network package for classification and prediction,http://github.com/fuzimaoxinan/deepfree,2,,tensorflow
deepgeo,Easy Deep Learning,https://github.com/Sotaneum/DeepGeo,2,2.0,tensorflow
deepgrp,DNA repeat annotations,https://github.com/fhausmann/deepgrp,2,,tensorflow
deephub,,,2,,tensorflow
deephyp,Tools for training and using unsupervised autoencoders and supervised deep learning classifiers for hyperspectral data.,https://deephyp.readthedocs.io/en/latest/index.html,2,,tensorflow
deephyper,Scalable asynchronous neural architecture and hyperparameter search for deep neural networks.,https://github.com/deephyper/deephyper,2,1.0,tensorflow
deepkingnet,A command line tool to classify nucleotide sequences as prokaryotic or eukaryotic.,https://github.com/bhattlab/DeepKingNet,2,,tensorflow
deeplabcut,Markerless pose-estimation of user-defined features with deep learning,https://github.com/DeepLabCut/DeepLabCut,2,6.0,tensorflow
deeplabcut-live,Class to load exported DeepLabCut networks and perform pose estimation on single frames (from a camera feed),https://github.com/DeepLabCut/DeepLabCut-live,2,1.0,tensorflow
deeplc,DeepLC: Retention time prediction for (modified) peptides using Deep Learning.,http://compomics.github.io/projects/DeepLC,2,1.0,tensorflow
deeplookup,Deep Lookup - Deep Learning for Domain Name System,https://github.com/ybubnov/deep-lookup,2,,tensorflow
deepmodels,"framework for build, train and test deep learning models",https://github.com/flyfj/deepmodels,2,1.0,tensorflow
deepnull,Models nonlinear interactions between covariates and phenotypes,https://github.com/google-health/genomics-research/tree/main/nonlinear-covariate-gwas,2,,tensorflow
deepoc,A machine learning tool to classify complex datasets based on ontologies,https://bitbucket.org/biomodels/deepoc,2,,tensorflow
deepof,deepof (Deep Open Field): Open Field animal pose classification tool,https://gitlab.mpcdf.mpg.de/lucasmir/deepof/,2,,tensorflow
deeposlandia,Automatic detection and semantic image segmentation with deep learning,https://github.com/Oslandia/deeposlandia,2,,tensorflow
deeppavlov,An open source library for building end-to-end dialog systems and training chatbots.,https://github.com/deepmipt/DeepPavlov,2,2.0,tensorflow
deepreg,"DeepReg is a freely available, community-supported open-source toolkit for research and education in medical image registration using deep learning.",http://deepreg.net/,2,,tensorflow
deepse,"**DeepSE**: **Sentence Embeddings** based on Deep Nerual Networks, designed for **PRODUCTION** enviroment!",https://github.com/luozhouyang/deepse,2,,tensorflow
deepsig-biocomp,DeepSig - Predictor of signal peptides in proteins based on deep learning,https://github.com/BolognaBiocomp/deepsig,2,,tensorflow
deepsig-dist,DeepSig - Predictor of signal peptides in proteins based on deep learning,https://github.com/BolognaBiocomp/deepsig,2,,tensorflow
deepsig-sp,DeepSig - Predictor of signal peptides in proteins based on deep learning,https://github.com/BolognaBiocomp/deepsig,2,,tensorflow
deepstack,DeepStack: Ensembles for Deep Learning,https://github.com/jcborges/DeepStack,2,,tensorflow
deepsurvk,Implementation of DeepSurv using Keras,https://github.com/arturomoncadatorres/deepsurvk,2,,tensorflow
deepsvp,DeepSVP: Integration of Genomics and Phenotypes forStructural Variant Prioritization using Deep Learning,,2,,tensorflow
deepsvr,Automated Somatic Variant Refinement by Deep Learning,https://github.com/griffithlab/manual_review_classifier/tree/master/deepsvr,2,,tensorflow
deeptables,Deep-learning Toolkit for Tabular datasets,,2,1.0,tensorflow
deeptl,Deep Topological Learning: a deep learning library for complex topological tasks.,https://github.com/pietrobarbiero/deep-topological-learning,2,,tensorflow
deeptrack,A deep learning oriented microscopy image simulation package,https://github.com/softmatterlab/DeepTrack-2.0/,2,,tensorflow
deeptrain,Full knowledge and control of the train state,https://github.com/OverLordGoldDragon/deeptrain,2,,tensorflow
deepvission-nightly,Python package for Deep Neural Netrwork Pre-trained Model testing.,https://github.com/suvhradipghosh07/deepvision,2,,tensorflow
delft-physics-lab,delft physics lab,,2,,tensorflow
deliverable-model,A cross framework machine leaning format and API specific for deploying.,https://github.com/howl-anderson/deliverable_model,2,4.0,tensorflow
demohub,A Python library for Deep Learning Developers.,https://github.com/suvhradipghosh07/Aihub,2,,tensorflow
demyst-analytics,,,2,1.0,tensorflow
densenet,A densenet implementation using tensorflow2,https://github.com/okason97/DenseNet-Tensorflow2,2,,tensorflow
density_forest,Density Forest library for confidence estimation and novelty detection,https://github.com/CyrilWendl/SIE-Master,2,,tensorflow
deployml,Easy training and deployment of machine learning algorithms,https://github.com/deploy-ml/deploy-ml,2,,tensorflow
desc,Deep Embedded Single-cell RNA-seq Clustering,https://github.com/eleozzr/desc,2,,tensorflow
description2process,Library for constructing a process model given the process description. Deep learning techniques are implmented as much as possible.,https://github.com/pypa/sampleproject,2,,tensorflow
detecting,detecting,https://github.com/Qinbf/detecting,2,,tensorflow
detection-models,Data structures for running TensorFlow Object Detection API models,https://github.com/autognc/detection_models,2,,tensorflow
deutschland,,https://github.com/bundesAPI/deutschland,2,,tensorflow
dffml-model-tensorflow,,https://github.com/intel/dffml/blob/master/model/tensorflow/README.md,2,1.0,tensorflow
dffml-model-tensorflow-hub,,https://github.com/intel/dffml/blob/master/model/tensorflow_hub/README.md,2,,tensorflow
dgbpy-dm,Useful dgb stuff.,http://opendtect.com,2,,tensorflow
dial,GUI for the Dial Framework,https://github.com/dial-app/dial_gui,2,,tensorflow
dial-core,"Deep Learning, node-based framework",https://github.com/dial-app/dial-core,2,3.0,tensorflow
dial-gui,A node-based GUI for Deep Learning tasks,https://github.com/dial-app/dial-gui,2,1.0,tensorflow
dialectal-arabic-tools,"Dialectal Arabic Tools comprises the different modules developed in Qatar Computing Research Institute (QCRI) developed by the ALT team to handle Dialectal Arabic Segmentation, POS tagging, daicrtization and more",https://github.com/qcri/dialectal_arabic_tools,2,,tensorflow
dice-ml,Generate Diverse Counterfactual Explanations for any machine learning model.,https://github.com/interpretml/DiCE,2,3.0,tensorflow
dienen,Train deep neural networks using configuration files,https://github.com/mrpep/dienen,2,,tensorflow
diffgram,Deep Learning platform and Training Data via API.,https://github.com/diffgram/diffgram,2,,tensorflow
digcommpy,Package for digitial communications functions,https://gitlab.com/klb2/digcommpy,2,,tensorflow
digipathos,,https://github.com/bresan/digipathos_plant_pathology,2,,tensorflow
diluvian,Flood filling networks for segmenting electron microscopy of neural tissue.,https://github.com/aschampion/diluvian,2,,tensorflow
dimae,Dimensionality Autoencoder,https://github.com/SynStratos/dim_ae,2,,tensorflow
dinglab-pollock,A tool for single cell classification and characterization.,https://github.com/ding-lab/pollock,2,,tensorflow
dinora,Chess Engine,,2,,tensorflow
diploshictest,DiploS/HIC,https://github.com/jgallowa07/diploSHIC,2,,tensorflow
disc,A highly scalable and accurate inference of gene expression and structure for single-cell transcriptomes using semi-supervised deep learning.,https://github.com/iyhaoo/DISC,2,,tensorflow
distpy,distpy : Processing for distributed fibre-optic sensor data,https://github.com/Schlumberger/distpy,2,,tensorflow
dj-kaggle-pipeline,Pipelines and utility classes for Kaggle and data science!,https://github.com/DhananjayAshok/KagglePipeline,2,,tensorflow
dldb,Deep learning for relational datasets with a time-component,https://github.com/HDI-Project/DL-DB,2,,tensorflow
dlflow,,https://github.com/didi/dlflow_github_private,2,,tensorflow
dlgo,Deep Learning and the Game of Go,http://github.com/maxpumperla/deep_learning_and_the_game_of_go,2,,tensorflow
dlomix,Deep Learning for Proteomics,https://github.com/wilhelm-lab/dlomix,2,,tensorflow
dlprepare,A data preparetion package for deep learning.,https://gitlab.com/motkeg/Dlprepare,2,,tensorflow
dls-marco-score-ispyb,,,2,,tensorflow
dlt,The  package to visualize the result for the learners of the deep learning,https://github.com/hiroyuki827/deep_learning_tools,2,,tensorflow
dltkai,Python Client for DLTK.,https://github.com/dltk-ai/dltkai-sdk,2,,tensorflow
dltkdl,dltkdl is a wrapper for TensorFlow and Keras that makes deep learning and AI more accessible and easier to apply,https://github.com/dltk-ai/Deep-Learning,2,,tensorflow
dmae,TensorFlow implementation of the dissimilarity mixture autoencoder (DMAE),https://dmae.readthedocs.io/en/latest/,2,,tensorflow
dnnSwift,Quick Convolutional Neural Network Implementation,https://github.com/DragonDuck/DNNSwift,2,,tensorflow
dnnf,dnnf - dnn property falsification,https://github.com/dlshriver/DNNF,2,,tensorflow
dnnlab,DnnLab,,2,,tensorflow
dnnmodels,Simple models inspired by Cleverhans that help create DNN Architectures,https://github.com/NullConvergence/dnnmodels,2,,tensorflow
dnntime,"An end-to-end, modular deep learning package time-series predictive modeling.",https://github.com/Kevin-Chen0/deep-time-series.git,2,1.0,tensorflow
dnnv,dnnv - deep neural network verification,https://github.com/dlshriver/DNNV,2,1.0,tensorflow
dnnviewer,"Deep Neural Network inspection: view weights, gradients and activations",https://github.com/tonio73/dnnviewer,2,,tensorflow
dolfin-adjoint,High-level automatic differentiation library for FEniCS and Firedrake.,,2,2.0,tensorflow
dopamine-rl,Dopamine: A framework for flexible Reinforcement Learning research,https://github.com/google/dopamine,2,6.0,tensorflow
dostoevsky,Sentiment analysis library for russian language,https://github.com/bureaucratic-labs/dostoevsky,2,,tensorflow
dragonn,Deep RegulAtory GenOmic Neural Networks (DragoNN),,2,,tensorflow
dreamsound,DreamSound Class for CNN Activation Layer Sonification,https://github.com/fdch/dreamsound,2,,tensorflow
dreamsound-fdch,DreamSound Class for CNN Activation Layer Sonification,https://github.com/fdch/dreamsound,2,,tensorflow
dreegdl,Depression Rest EEG Deep Learning - Deep Learning tools for Depression Rest EEG signals,https://github.com/tocodeforsoul/Depression-Rest-EEG-Deep-Learning,2,,tensorflow
drlgeb,A sample but effective drl lib.,https://github.com/mikuh/drlgeb,2,,tensorflow
drmlapp,,,2,,tensorflow
dronesearch,A computer vision pipeline for live video search on drone video feeds leveraging edge servers.,https://github.com/cmusatyalab/dronesearch,2,,tensorflow
ds-gear,"Data science gear: Python API for advanced machine learning algorithms built on top of sklearn, tensorflow and keras",https://github.com/AI-Companion/ds-gear,2,,tensorflow
ds4n6-lib,"Bringing Data Science & Artificial Intelligence to the fingertips of the average Forensicator, and promote advances in the field",https://github.com/ds4n6/ds4n6_lib,2,,tensorflow
dsbot,Chatbot framework ...,http://pypi.python.org/pypi/dsbot/,2,,tensorflow
dsbox-datacleaning,DSBox data preprocessing tools for cleaning data,https://github.com/usc-isi-i2/dsbox-cleaning.git,2,,tensorflow
dsfun,Helpful functions for Data Science,https://github.com/DawidDabkowski/dsfun,2,,tensorflow
dsu,,,2,,tensorflow
dualing,Dual-based Neural Learning,https://github.com/gugarosa/dualing,2,,tensorflow
dvm,The Discrete Voter Model for ecological inference.,https://github.com/hangulu/dvm,2,,tensorflow
dvt,Cultural Analysis of Moving Images,https://github.com/distant-viewing/dvt,2,,tensorflow
dynamicgem,A Python library for Dynamic Graph Embedding Methods,https://github.com/Sujit-O/dynamicgem.git,2,,tensorflow
e2e-Dutch,Coreference resolution with e2e for Dutch,https://github.com/Filter-Bubble/e2e-Dutch,2,,tensorflow
easierSDK,This library contains code for interacting with EASIER.AI platform.,https://scm.atosresearch.eu/ari/easier/easier-sdk,2,,tensorflow
easierai-common-functions,This library contains reusable code for various projects,https://scm.atosresearch.eu/ari/easier/common-python-helper-functions,2,1.0,tensorflow
easierai-trainer-library,This library contains AI code for training purposes.,https://scm.atosresearch.eu/ari/easier/trainer-library,2,,tensorflow
easy-tensorflow,An interface containing easy tensorflow model building blocks and feature pipelines,https://github.com/fernandonieuwveldt/easyflow,2,,tensorflow
easy-tfrecords,Package to streamline reading and writing data to tfrecord files,https://github.com/pckosek/easy_tfrecords,2,,tensorflow
easyfacenet,A simple facenet interface,https://github.com/taflahi/facenet,2,,tensorflow
